Estimators:,F-Stat,Info Gain,Info Gain(no_early_abandon),Kolmogorov,Kruskal Wallis,Moods Median,Wasserstein
Mallat,4.0,1.5,1.5,3.0,5.0,7.0,6.0
Meat,5.0,5.0,5.0,2.0,2.0,2.0,7.0
MedicalImages,5.0,3.0,4.0,1.0,6.0,7.0,2.0
MiddlePhalanxOutlineAgeGroup,2.0,5.5,5.5,7.0,2.0,2.0,4.0
MiddlePhalanxOutlineCorrect,7.0,5.5,5.5,2.0,3.0,1.0,4.0
MiddlePhalanxTW,4.0,1.5,1.5,5.0,3.0,6.0,7.0
MixedShapesRegularTrain,6.0,3.5,3.5,2.0,5.0,1.0,7.0
MixedShapesSmallTrain,3.0,4.5,4.5,2.0,6.0,1.0,7.0
MoteStrain,2.0,3.5,3.5,6.0,5.0,1.0,7.0
NonInvasiveFetalECGThorax1,1.0,4.0,3.0,2.0,6.0,5.0,7.0
NonInvasiveFetalECGThorax2,4.0,3.0,2.0,1.0,6.0,5.0,7.0
OSULeaf,6.0,4.5,4.5,2.5,1.0,2.5,7.0
OliveOil,7.0,5.0,5.0,1.5,1.5,3.0,5.0
PhalangesOutlinesCorrect,6.0,1.5,1.5,3.5,5.0,7.0,3.5
Plane,6.0,4.5,4.5,2.0,2.0,2.0,7.0
PowerCons,5.0,5.0,5.0,2.5,2.5,7.0,1.0
ProximalPhalanxOutlineAgeGroup,6.0,1.5,1.5,7.0,5.0,4.0,3.0
ProximalPhalanxOutlineCorrect,6.5,3.0,3.0,3.0,5.0,6.5,1.0
ProximalPhalanxTW,5.0,3.5,3.5,6.5,6.5,2.0,1.0
Rock,6.0,3.5,3.5,1.5,1.5,5.0,7.0
ScreenType,3.0,6.5,6.5,1.0,4.0,5.0,2.0
SemgHandGenderCh2,5.0,1.5,1.5,3.0,4.0,6.5,6.5
SemgHandMovementCh2,5.0,2.5,2.5,4.0,1.0,6.0,7.0
SemgHandSubjectCh2,5.0,1.5,1.5,6.0,4.0,7.0,3.0
ShapeletSim,4.0,4.0,4.0,4.0,4.0,4.0,4.0
ShapesAll,6.0,4.5,4.5,3.0,1.0,2.0,7.0
SmoothSubspace,1.5,6.0,6.0,3.5,1.5,3.5,6.0
SonyAIBORobotSurface2,5.0,3.5,3.5,1.0,6.0,2.0,7.0
StarLightCurves,6.0,3.5,3.5,2.0,1.0,5.0,7.0
Strawberry,1.0,2.5,2.5,7.0,6.0,4.5,4.5
SwedishLeaf,2.0,4.5,4.5,3.0,1.0,6.0,7.0
Symbols,1.0,3.5,3.5,5.0,6.0,7.0,2.0
SyntheticControl,1.5,5.5,5.5,3.5,3.5,7.0,1.5
ToeSegmentation1,6.0,2.5,2.5,1.0,4.0,5.0,7.0
ToeSegmentation2,5.5,1.5,1.5,4.0,5.5,3.0,7.0
Trace,3.5,3.5,3.5,3.5,3.5,3.5,7.0
TwoLeadECG,6.0,3.0,3.0,3.0,5.0,1.0,7.0
UMD,1.0,5.0,5.0,5.0,7.0,2.0,3.0
UWaveGestureLibraryX,6.0,3.5,3.5,1.5,5.0,1.5,7.0
UWaveGestureLibraryZ,5.0,2.5,2.5,4.0,1.0,6.0,7.0
Wafer,4.0,4.0,4.0,4.0,4.0,4.0,4.0
Wine,2.0,6.5,6.5,1.0,4.0,4.0,4.0
WordSynonyms,2.0,3.5,3.5,1.0,6.0,7.0,5.0
Worms,4.0,1.5,1.5,7.0,4.0,6.0,4.0
WormsTwoClass,7.0,1.5,1.5,4.5,3.0,6.0,4.5
Yoga,6.0,2.5,2.5,1.0,4.0,5.0,7.0
