Estimators:,F-Stat,Info Gain,Info Gain(no_early_abandon),Kolmogorov,Kruskal Wallis,Moods Median,Wasserstein
ProximalPhalanxTW,5.0,3.5,3.5,2.0,6.0,7.0,1.0
Rock,6.0,1.5,1.5,4.0,3.0,5.0,7.0
ScreenType,3.0,6.5,6.5,1.0,4.0,5.0,2.0
SemgHandGenderCh2,5.0,2.5,2.5,1.0,4.0,6.0,7.0
SemgHandMovementCh2,4.0,1.5,1.5,5.0,3.0,6.0,7.0
SemgHandSubjectCh2,5.0,3.5,3.5,2.0,6.0,7.0,1.0
ShapeletSim,4.0,4.0,4.0,4.0,4.0,4.0,4.0
ShapesAll,4.0,5.5,5.5,3.0,1.0,2.0,7.0
SmoothSubspace,4.0,2.5,2.5,5.0,1.0,6.0,7.0
SonyAIBORobotSurface2,4.0,5.5,5.5,2.0,3.0,1.0,7.0
StarLightCurves,5.0,2.5,2.5,4.0,1.0,6.0,7.0
Strawberry,2.0,3.5,3.5,1.0,7.0,6.0,5.0
SwedishLeaf,2.0,3.5,3.5,1.0,5.0,6.0,7.0
Symbols,4.0,1.5,1.5,3.0,6.0,7.0,5.0
SyntheticControl,1.5,4.0,4.0,6.0,4.0,7.0,1.5
ToeSegmentation1,6.0,2.5,2.5,4.0,5.0,1.0,7.0
ToeSegmentation2,6.0,1.5,1.5,4.0,5.0,3.0,7.0
Trace,3.5,3.5,3.5,3.5,3.5,3.5,7.0
TwoLeadECG,6.0,3.5,3.5,5.0,1.5,1.5,7.0
UMD,2.0,4.5,4.5,3.0,1.0,6.0,7.0
UWaveGestureLibraryX,6.0,3.5,3.5,2.0,5.0,1.0,7.0
UWaveGestureLibraryZ,6.0,3.5,3.5,1.0,5.0,2.0,7.0
Wafer,4.0,4.0,4.0,4.0,4.0,4.0,4.0
Wine,4.0,5.5,5.5,3.0,2.0,1.0,7.0
WordSynonyms,1.0,4.5,4.5,3.0,2.0,6.0,7.0
Worms,2.0,4.5,4.5,7.0,6.0,1.0,3.0
WormsTwoClass,3.0,5.5,5.5,2.0,4.0,7.0,1.0
Yoga,6.0,2.5,2.5,1.0,5.0,4.0,7.0
